行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
文山區,18.93,81.4,4.613373307,5,5,0,2,1,1,1,無,2017/9/17,121.542141,25.005338,1500
文山區,22.69,255.43,25.22981307,15,19,0,4,2,2,1,坡道平面,2017/9/30,121.571057,24.990801,2950
信義區,26.5,79.97,44.77299329,2,4,0,2,1,1,0,無,2017/9/21,121.571894,25.025271,1130
松山區,6.23,78.27,8.440967303,11,18,0,1,1,1,1,無,2017/9/8,121.570725,25.051686,1965
信義區,25.51,123.76,1.138969315,4,9,0,2,2,2,1,塔式車位,2017/9/28,121.569039,25.021864,2250
信義區,29.51,121.59,28.43590217,3,5,0,3,2,2,0,無,2017/10/1,121.575081,25.041713,2000
松山區,7.64,80.83,11.74835897,4,11,1,3,1,1,1,升降機械,2017/10/17,121.570725,25.051686,1700
文山區,36.8,190.81,6.831077982,12,14,0,3,2,2,1,坡道平面,2017/9/4,121.535608,25.001335,2780
文山區,13.67,201.46,3.288226315,11,24,0,3,2,2,1,坡道機械,2017/9/26,121.565805,24.983357,2700
大安區,32.8,113.73,33.27652176,2,5,0,3,2,2,0,無,2017/9/16,121.531487,25.033193,3010
大安區,20.77,105.96,34.64821317,4,7,0,4,2,2,1,無,2017/9/18,121.532675,25.023316,1400
大安區,20.27,111.38,30.40719522,8,14,0,3,2,1,1,無,2017/9/18,121.538983,25.040927,2160
大安區,8.94,42.37,9.4950615,3,7,1,1,1,1,1,無,2017/10/12,121.524108,25.026595,1155
大安區,30.14,182.49,10.87770454,2,14,0,3,2,2,1,坡道平面,2017/9/29,121.563181,25.01247,3500
信義區,9.89,65.03,28.41399892,4,7,0,2,2,1,1,無,2017/10/3,121.584791,25.041383,1290
大安區,42.61,300.18,17.2707174,11,14,0,3,2,2,1,坡道平面,2017/10/3,121.552739,25.020786,1540
文山區,45.56,132.02,27.77880449,4,6,0,3,2,2,1,無,2017/9/22,121.560877,24.982195,1880
文山區,33.5,105.95,48.81414403,4,4,0,4,3,2,0,無,2017/9/23,121.543873,24.993835,1420
文山區,46.77,128.77,34.16634154,2,5,0,3,2,2,0,無,2017/10/8,121.550312,24.98608,1540
松山區,7.87,88.6,35.76801714,10,12,0,3,2,1,1,無,2017/9/24,121.547323,25.048307,2080
文山區,42.44,174.11,3.96996516,11,13,0,3,2,2,1,坡道平面,2017/9/16,121.565523,24.987314,2130
文山區,55.78,183.89,22.83140653,10,10,0,4,2,2,1,坡道機械,2017/9/10,121.560463,24.990044,2300
文山區,80.19,142.37,20.97784349,5,7,0,3,2,2,1,坡道機械,2017/9/17,121.561314,24.992735,1700
文山區,46.49,96,35.59005318,3,5,0,3,2,1,0,無,2017/9/28,121.561044,24.995349,850
文山區,31.98,191.86,4.821454239,3,10,0,3,2,2,1,塔式車位,2017/9/9,121.573977,24.993496,2525
文山區,42,164.23,24.32082794,1,8,0,3,2,1,1,坡道平面,2017/8/22,121.568852,24.991313,860
信義區,23.76,166.53,27.94307891,5,13,0,4,2,2,1,坡道平面,2017/10/3,121.5641,25.043127,3858
松山區,16.91,89.63,37.92548786,4,5,1,3,1,2,0,無,2017/7/12,121.557651,25.048345,1144
松山區,3.36,29.53,8.81879847,2,15,0,1,1,1,1,無,2017/9/30,121.555708,25.051394,683
信義區,12.5,68.46,35.30531086,5,7,0,1,1,1,1,無,2017/9/19,121.568136,25.026506,1500
文山區,48.32,96.83,10.02347755,6,7,0,3,2,2,1,無,2017/9/29,121.561428,24.99696,1420
文山區,9.3,33.91,2.22318049,9,12,0,0,2,1,1,無,2017/8/31,121.556599,25.000713,718
大安區,38.41,162.88,33.26009432,7,7,0,3,2,2,1,無,2017/9/14,121.540903,25.031051,4900
松山區,14.49,109.28,34.08420433,10,12,0,3,2,2,1,無,2017/8/7,121.544751,25.059519,2500
松山區,34.25,166.32,22.38512769,5,5,0,3,2,2,1,無,2017/9/22,121.552736,25.054148,3500
大安區,38.96,118.77,33.98563968,4,7,0,3,2,2,1,無,2017/10/13,121.545027,25.026655,2300
大安區,21.18,84.06,8.046708694,3,7,0,1,2,1,1,無,2017/8/27,121.530441,25.02558,2228
松山區,4.98,74.78,28.26888985,5,20,1,3,2,2,1,無,2017/10/5,121.56806,25.059078,1560
信義區,7.69,50.87,18.95453021,9,14,1,1,1,1,1,無,2017/10/2,121.560501,25.032312,1506
信義區,31.42,110.63,25.18053074,1,5,0,3,2,2,0,無,2017/10/12,121.583907,25.037089,2500
文山區,24.54,92.15,34.17181735,2,5,0,3,2,1,0,無,2017/9/18,121.540325,25.000416,1143
大安區,8.5,82.57,38.74685996,9,12,1,2,2,2,1,無,2017/9/26,121.548376,25.026008,2380
大安區,44.63,290.21,14.77922202,4,9,0,4,2,2,1,坡道平面,2017/9/9,121.540647,25.02784,7500
大安區,20.5,112.74,30.47016708,3,14,0,2,2,1,1,無,2017/10/11,121.5414,25.03875,2340
松山區,3.76,45.85,27.65286077,6,19,1,1,1,1,1,無,2017/10/12,121.570725,25.051686,950
松山區,3.68,43.55,31.68032198,7,12,0,1,1,1,1,無,2017/9/20,121.547323,25.048307,1050
松山區,33,343.1,6.215048906,7,15,0,4,2,3,1,坡道平面,2017/9/22,121.568569,25.054281,7990
松山區,2.36,30.55,11.49099571,7,11,1,2,1,1,1,無,2017/10/14,121.557651,25.048345,930
文山區,32.05,306.18,1.04314257,8,17,0,4,2,2,1,坡道平面,2017/10/16,121.54749,24.999226,5070
文山區,17.73,110.15,22.78486211,5,15,0,3,2,2,1,無,2017/10/18,121.554503,25.000996,1780
文山區,79.84,129.48,21.61030001,9,12,0,3,2,2,1,無,2017/9/25,121.563598,24.996393,2100
文山區,66.83,114.54,20.78345209,9,17,0,3,2,2,1,無,2017/7/8,121.561314,24.992735,1320
文山區,5.18,68.37,22.37417606,4,11,1,2,2,1,1,無,2017/9/2,121.541968,24.988412,880
文山區,35.93,136.11,22.57404327,3,6,0,3,2,2,1,升降平面,2017/8/6,121.55886,24.982468,1930
文山區,30.97,86.63,37.82966112,1,4,0,2,2,1,0,無,2017/8/21,121.552662,24.999003,2000
松山區,31.05,128.45,25.48443842,5,7,0,3,2,2,1,無,2017/8/27,121.565308,25.054877,2200
松山區,17.26,89.58,24.47415074,11,12,0,1,2,1,1,無,2017/9/12,121.562093,25.054995,1840
松山區,8.67,31.63,9.601839874,5,9,0,1,1,1,1,無,2017/9/28,121.563495,25.047713,740
信義區,16.07,70.3,-4.616111214,3,6,0,1,1,1,1,無,2011/7/20,121.569208,25.017719,1380
松山區,8.8,47.06,23.91561771,3,4,0,1,1,1,1,無,2017/9/20,121.568715,25.062201,878
信義區,15.33,46.2,42.65659117,2,4,0,1,1,1,1,無,2017/9/26,121.574917,25.042083,1009
文山區,21.9,79.92,34.05956317,4,5,0,2,1,1,1,無,2017/9/26,121.551103,25.006603,900
文山區,74.56,162.69,18.5602716,6,7,0,3,2,2,1,坡道平面,2017/10/14,121.583051,24.988493,1350
大安區,32.8,113.73,33.34223153,4,5,0,3,2,2,0,無,2017/10/10,121.531487,25.033193,2756
文山區,31.88,86.83,31.77888663,1,4,0,5,1,2,0,無,2017/9/30,121.556599,25.000713,1370
大安區,6.17,35.59,21.7636228,3,6,1,1,1,1,1,無,2017/9/24,121.557536,25.018605,550
大安區,19.07,98.38,33.30116293,6,6,0,2,2,1,1,無,2017/9/26,121.55551,25.034009,2998
大安區,11.37,44.85,41.85438442,7,7,0,1,1,1,1,無,2017/9/10,121.552843,25.038291,1333
大安區,3.35,34.69,30.54956638,10,12,0,1,1,1,1,無,2017/9/18,121.543381,25.033722,1030
松山區,57.96,211.53,8.531318234,7,11,0,4,2,2,1,坡道平面,2017/9/30,121.555758,25.056145,4600
文山區,20.65,145.17,1.15265885,7,17,0,3,2,2,1,坡道平面,2017/9/30,121.559068,24.991503,2015
文山區,5.89,59.79,15.45000924,2,12,0,2,1,1,1,無,2017/9/19,121.541968,24.988412,950
文山區,70.36,136.37,14.31377783,11,12,0,3,2,2,1,坡道平面,2017/10/1,121.587252,24.989338,1400
文山區,7.3,107.54,8.92831475,11,12,0,3,2,2,1,坡道機械,2017/10/3,121.5399,24.990008,2070
文山區,41.12,213.1,6.976187054,5,14,0,4,2,2,1,坡道平面,2017/10/27,121.535608,25.001335,3068
文山區,36.65,138.16,35.7543276,5,5,0,3,2,2,0,無,2017/9/24,121.546604,24.988289,1150
文山區,18.15,322.85,0.443540935,14,29,1,3,2,2,1,坡道平面,2017/10/20,121.571057,24.990801,4790
文山區,12.47,206.24,0.443540935,4,29,1,2,2,2,1,坡道平面,2017/10/20,121.571057,24.990801,3005
文山區,17.96,133.44,28.30174473,2,10,1,3,2,2,1,無,2017/10/12,121.541968,24.988412,1686
文山區,40.49,251.55,3.827593996,3,11,0,4,2,2,1,升降機械,2017/9/13,121.548703,24.987779,3500
文山區,19.91,158.35,0.780303497,5,15,0,3,2,2,1,升降機械,2017/10/24,121.562321,24.982386,2450
信義區,10.23,91.11,15.01468203,13,14,1,1,2,2,1,無,2017/9/30,121.557765,25.032191,2065
松山區,2.44,37.81,28.30174473,14,20,0,1,1,1,1,無,2017/10/17,121.56806,25.059078,730
信義區,12.55,116.83,9.782541736,17,19,0,2,1,1,1,坡道機械,2017/10/6,121.567417,25.031635,4300
松山區,8.2,74.54,33.11224734,8,12,1,2,2,2,1,無,2017/10/24,121.545379,25.048124,1560
松山區,7.94,68.18,39.32729625,10,11,1,2,2,1,1,無,2017/10/13,121.557651,25.048345,1550
大安區,7.44,32.09,18.4836102,5,5,0,1,1,1,1,無,2017/9/25,121.522903,25.028841,800
大安區,35.36,187.12,28.52899101,8,10,0,2,2,2,1,坡道平面,2017/10/1,121.547101,25.022834,4000
大安區,11.46,112.36,36.1431104,4,12,1,3,2,2,1,無,2017/9/7,121.548857,25.020734,2600
文山區,18.4,267.25,2.44221305,13,33,0,4,2,3,1,坡道平面,2017/10/5,121.54036,24.991239,4468
信義區,25.02,224.37,32.18957268,5,14,0,6,2,2,1,無,2017/8/28,121.577654,25.038146,3650
信義區,20.55,208.08,31.11631313,14,14,0,4,2,3,1,坡道平面,2017/9/26,121.5804,25.045535,3800
松山區,30.06,108.56,31.6118743,5,5,0,7,0,7,0,無,2017/9/7,121.546116,25.056967,2560
大安區,6.17,35.5,21.76909861,4,6,1,1,1,1,1,無,2017/9/26,121.557536,25.018605,620
大安區,29.13,153.31,34.01849456,4,7,0,4,2,2,1,無,2017/8/24,121.541725,25.030266,3988
大安區,8.46,68.86,9.629218944,8,9,0,1,1,1,1,升降機械,2017/10/6,121.551806,25.042853,1698
大安區,46.35,299.56,32.23885501,6,6,0,9,3,5,1,坡道平面,2017/9/30,121.544269,25.029903,7650
大安區,19.26,81.48,11.71550408,7,7,0,2,2,2,1,無,2017/8/12,121.525499,25.028013,2066
大安區,10.19,54.23,35.83646481,5,7,0,1,1,1,1,無,2017/9/29,121.557224,25.033353,1338
文山區,9.94,29.65,23.82252887,4,8,0,1,1,1,1,無,2017/10/17,121.550776,24.99582,418
大安區,32.69,151.79,30.70015127,7,7,0,4,2,2,1,無,2017/9/10,121.552888,25.043989,4100
大安區,19.58,107.72,30.41540894,1,14,0,2,2,2,1,無,2017/9/21,121.538983,25.040927,2327
信義區,8.1,115.35,3.006221894,5,15,0,1,2,1,1,塔式車位,2017/10/31,121.553045,25.024443,2890
信義區,17.59,143.52,35.75706551,6,12,1,4,2,2,1,無,2017/8/20,121.553045,25.024443,2568
文山區,27.05,99.27,9.853727318,4,10,0,3,2,2,1,無,2017/9/28,121.546522,25.005448,1375
文山區,35.47,163.4,7.384135198,2,13,0,3,2,2,1,坡道平面,2017/9/24,121.554443,25.002693,2388
文山區,35.61,180.12,6.880360309,9,14,0,3,2,2,1,坡道平面,2017/9/21,121.535608,25.001335,2550
文山區,40.38,124.46,2.888491892,2,5,0,2,2,1,1,坡道平面,2017/10/3,121.587519,24.987883,1580
文山區,47.98,258.2,4.498381212,4,10,0,4,2,2,1,坡道平面,2017/9/23,121.57576,24.988061,2825
文山區,25.49,85.08,37.5503946,5,5,0,8,0,8,0,無,2017/8/20,121.556934,24.998716,1450
文山區,22.51,118.52,34.53595899,5,5,0,3,3,2,0,無,2017/9/18,121.552195,24.987973,1050
信義區,22.9,123.93,0.372355353,2,6,0,1,1,1,1,坡道平面,2016/7/15,121.569208,25.017719,1800
松山區,26.49,78.13,38.81804555,5,5,0,1,2,1,0,無,2017/10/5,121.556436,25.050231,1306
大安區,15.81,82.99,0.780303497,4,10,0,2,1,1,1,塔式車位,2017/9/20,121.547143,25.043012,3200
大安區,16.77,87.84,0.761138148,7,10,0,2,2,1,1,塔式車位,2017/9/13,121.547143,25.043012,3680
文山區,41.84,159.38,3.21977864,6,13,0,3,2,2,1,坡道機械,2017/10/27,121.547687,25.003653,2330
松山區,15.75,172.72,34.00206712,15,16,0,1,1,2,1,無,2017/9/15,121.56806,25.059078,3500
松山區,15.75,171.26,34.00206712,9,16,0,2,2,2,1,無,2017/9/15,121.56806,25.059078,3350
大安區,24.79,224.74,39.45323997,9,14,0,6,2,2,1,無,2017/8/26,121.546379,25.0405,6150
大安區,26.5,135.55,34.61262038,4,7,0,3,2,2,1,無,2017/10/21,121.552494,25.027293,2375
文山區,20.03,115.29,5.182857964,11,14,0,2,2,1,1,升降機械,2017/11/2,121.550203,25.006879,1621
大安區,12.9,77.84,2.340910491,5,7,0,2,1,1,1,塔式車位,2017/9/12,121.540482,25.031061,2565
大安區,7.69,40.72,8.657261956,6,8,0,1,1,1,1,無,2017/9/12,121.546143,25.028361,1266
大安區,3.31,38.94,10.54367988,8,14,0,1,1,1,1,無,2017/10/6,121.543324,25.03318,1350
信義區,8.37,106.15,7.10760659,11,15,0,2,2,1,1,無,2017/10/10,121.553045,25.024443,2700
松山區,40.18,102.87,35.44494411,2,5,0,3,2,2,0,無,2017/9/25,121.568845,25.058033,1250
松山區,8.24,120.02,28.30722055,19,20,0,3,2,2,1,無,2017/10/19,121.56806,25.059078,2600
信義區,8.53,51.39,10.77640198,11,19,0,1,1,1,1,無,2017/10/8,121.574147,25.032986,1299
松山區,13.57,142.86,34.6208341,15,15,0,3,2,2,1,無,2017/9/12,121.56806,25.059078,2900
信義區,23.82,122.27,36.75913948,7,7,0,3,2,2,1,無,2017/9/12,121.568136,25.026506,3000
文山區,49.76,410.35,2.910395148,2,14,0,3,2,2,1,坡道平面,2017/9/26,121.563695,24.981755,5680
文山區,23.24,85.91,8.747612887,7,10,0,2,1,1,1,無,2017/9/7,121.570936,24.994781,1375
文山區,26.8,182.54,-0.002737907,9,17,0,3,2,2,1,坡道平面,2016/8/4,121.559068,24.991503,2346
文山區,26.8,216.84,-0.002737907,9,17,0,3,2,2,1,坡道平面,2016/8/4,121.559068,24.991503,2504
文山區,25.72,177.56,-0.002737907,9,17,0,3,2,2,1,坡道平面,2016/8/4,121.559068,24.991503,2228
文山區,118.86,164.14,1.886417928,4,5,0,3,2,2,1,其他,2017/10/16,121.55058,24.988353,2500
文山區,37.46,156.96,10.46428058,4,9,0,3,2,2,1,坡道平面,2017/10/20,121.578218,24.99098,2348
文山區,40.1,75.68,20.95867814,5,17,0,2,2,1,1,無,2017/9/10,121.561314,24.992735,958
文山區,13.7,50.95,34.27038201,4,5,0,3,1,1,0,無,2017/9/5,121.563541,24.989875,200
信義區,27,105.22,30.68372383,3,5,0,3,2,2,0,無,2017/3/30,121.560925,25.036854,2320
松山區,27.87,294.67,5.749604715,7,15,0,3,2,2,1,坡道平面,2017/4/5,121.568569,25.054281,6560
松山區,4.76,46.75,27.75416333,10,12,0,1,1,1,1,無,2017/3/23,121.570725,25.051686,860
信義區,33.49,141.42,35.42030295,1,7,0,4,2,2,1,無,2017/1/11,121.575353,25.016584,1680
松山區,4.74,57.79,9.14734731,10,14,0,1,1,1,1,升降機械,2017/3/30,121.579786,25.051573,980
松山區,16.43,131.58,37.83787484,5,15,0,3,2,2,1,無,2017/3/22,121.56806,25.059078,2550
大安區,16.55,86.74,0.246411631,3,10,0,1,2,1,1,塔式車位,2017/3/9,121.547143,25.043012,3480
大安區,51.7,504.45,15.81688878,4,14,0,4,1,3,1,坡道平面,2017/3/16,121.549122,25.021996,15150
大安區,34.63,130.86,34.98497574,5,5,0,3,2,2,0,無,2017/3/28,121.553023,25.029185,2500
大安區,13.54,135.07,31.94863686,5,19,0,3,2,2,1,無,2017/3/29,121.549122,25.021996,3280
信義區,25.3,93.21,36.27179203,3,5,0,3,1,1,0,無,2017/2/21,121.572974,25.04709,697
大安區,22.89,100.61,34.93569341,4,5,0,2,2,1,1,無,2017/4/9,121.544799,25.030584,2100
大安區,22.35,123.24,29.91710987,13,14,0,3,2,2,1,無,2017/3/23,121.543542,25.041886,1450
大安區,19.94,103.03,31.84733431,15,19,0,3,1,1,1,無,2017/3/27,121.545661,25.027197,2090
大安區,17.87,81.88,23.35434677,5,5,0,3,1,1,1,升降機械,2017/3/25,121.54263,25.026879,1820
大安區,5.67,40.28,29.76378707,9,10,0,1,1,1,1,無,2017/4/13,121.55273,25.04025,1150
大安區,21.06,108.05,30.9848936,5,16,0,3,2,2,1,無,2017/4/9,121.539055,25.028981,2100
松山區,33.62,107.07,30.44826382,3,5,0,3,2,2,0,無,2017/4/1,121.56556,25.056142,2045
松山區,4.99,50.47,3.241681896,13,13,0,0,0,0,1,無,2017/3/14,121.579786,25.051573,1590
文山區,47.54,118.24,25.87322122,5,6,0,3,2,2,1,無,2017/3/20,121.551214,25.005783,1340
文山區,26.67,43.7,13.50883317,13,14,0,1,1,1,1,無,2017/3/26,121.56168,25.008686,594
文山區,31.73,225.57,1.850825137,5,12,0,3,2,2,1,無,2017/4/7,121.5399,24.990008,5458
文山區,17.87,229.76,8.561435211,13,15,0,4,2,2,1,坡道平面,2017/3/26,121.565387,24.988866,3250
文山區,6.6,46.24,8.824274284,6,10,0,1,1,1,1,坡道機械,2017/3/20,121.559068,24.991503,780
信義區,28.77,109.22,31.39557965,5,5,0,3,2,2,0,無,2016/12/30,121.563291,25.025068,720
文山區,32.71,146.9,18.17970253,9,14,0,3,2,2,1,無,2017/3/25,121.540601,24.993395,2158
大安區,3.51,30.68,24.03882352,9,12,0,1,0,1,1,無,2017/4/21,121.543533,25.021701,700
大安區,10.78,50.27,21.88956652,5,6,0,1,1,1,1,無,2017/3/31,121.541762,25.030004,1130
大安區,9.06,43.74,9.245911963,7,8,0,1,1,1,1,無,2017/3/19,121.531824,25.032586,1635
大安區,29.13,146.85,30.96025244,6,18,0,3,2,2,1,無,2017/3/31,121.539055,25.028981,2798
大安區,9.53,149.47,-3.159544686,3,25,0,3,2,1,1,坡道平面,2013/5/24,121.532557,25.016748,4208
大安區,27.61,231.34,10.12751802,9,12,0,3,2,2,1,塔式車位,2017/3/17,121.537432,25.033937,6188
松山區,19.74,227.09,34.13348666,3,15,1,4,2,2,1,坡道平面,2017/3/18,121.56806,25.059078,3600
信義區,9.32,34.25,22.6643942,7,10,0,1,1,1,1,無,2017/3/14,121.573586,25.02147,680
信義區,29.98,122.36,27.88558287,1,5,0,3,2,2,0,無,2017/3/17,121.575627,25.041703,2650
信義區,29.4,112.07,27.97045798,1,5,0,4,4,4,0,無,2017/4/14,121.575627,25.041703,2430
松山區,27.78,134.06,14.97908924,4,18,0,3,2,1,1,無,2017/3/12,121.553179,25.05598,2470
信義區,6.32,37.74,11.49647152,4,11,1,1,1,1,1,無,2017/4/5,121.582085,25.043807,1200
文山區,25.82,102.62,21.44054977,1,12,0,3,2,2,1,無,2017/4/2,121.569233,24.984434,1580
文山區,21.88,171.5,0.284742329,10,15,0,3,2,2,1,升降機械,2017/4/26,121.562321,24.982386,3243
文山區,21.88,171.5,0.284742329,11,15,0,3,2,2,1,升降機械,2017/4/26,121.562321,24.982386,3257
文山區,21.72,83.5,0.29295605,4,7,0,1,2,1,1,無,2017/3/16,121.557554,24.986091,1450
文山區,84.16,318.73,32.40312943,2,5,0,7,3,3,0,無,2017/3/29,121.586631,24.979863,1864
文山區,22.81,132.29,8.629882886,8,14,0,2,2,1,1,坡道平面,2017/1/6,121.552195,24.987973,1625
信義區,24,72.5,38.54973066,3,4,0,3,1,1,0,無,2017/4/18,121.563291,25.025068,600
信義區,16.39,107.72,32.83024292,5,15,1,3,2,1,1,無,2017/4/7,121.58089,25.032686,1600
大安區,3.37,37.61,7.219860777,11,13,0,1,1,1,1,無,2017/4/12,121.532353,25.03342,1180
大安區,24.08,187.9,24.02239608,7,12,1,4,2,2,1,坡道平面,2017/3/31,121.552913,25.025462,3300
大安區,28.32,148.33,35.69135574,3,7,0,3,2,2,1,無,2017/3/31,121.54979,25.034454,3925
松山區,38,105.1,42.96597466,3,4,0,2,2,1,0,無,2017/4/5,121.566141,25.062035,1500
大安區,34.4,125.25,32.16493152,4,5,0,3,2,2,0,無,2017/3/26,121.531328,25.030339,3200
大安區,19.83,103.88,33.59411898,2,7,1,4,2,3,1,無,2017/2/22,121.553122,25.031009,2900
大安區,10.35,41.64,25.51729331,3,6,0,1,1,1,1,無,2017/4/10,121.53608,25.035242,940
大安區,47.33,174.91,45.74495027,5,6,0,5,2,3,1,無,2017/3/19,121.539384,25.043261,4900
信義區,4.19,54.42,16.34804274,13,13,1,1,1,1,1,坡道機械,2017/3/31,121.557598,25.030401,910
大安區,30.01,174.66,19.4993737,15,16,0,2,2,2,1,坡道平面,2017/3/27,121.546935,25.034796,4160
信義區,4.94,33.82,24.66580423,6,7,0,3,2,2,1,無,2017/3/3,121.554182,25.023273,300
松山區,39.19,142.24,30.70288918,6,7,0,3,2,2,1,無,2017/3/27,121.551098,25.055986,3650
文山區,47.03,314.41,2.666721425,4,9,0,3,1,3,1,坡道機械,2017/4/15,121.555252,24.977333,4138
文山區,12.99,131.1,0.564008843,6,17,0,2,1,1,1,坡道平面,2017/4/24,121.54749,24.999226,2488
文山區,43.85,105.74,18.63145718,8,13,0,2,2,1,1,坡道機械,2017/4/2,121.570588,24.992042,1520
文山區,23.47,146.18,34.36347084,4,10,0,3,2,2,1,無,2017/4/11,121.5399,24.990008,2100
文山區,39.78,200.94,4.558615167,7,13,0,3,2,2,1,坡道平面,2017/2/28,121.580817,24.984712,2168
文山區,18.93,50.25,21.6486307,7,18,0,1,1,1,1,無,2017/3/25,121.558851,25.010453,739
文山區,13.43,178.72,10.10561476,8,15,1,3,2,2,1,坡道平面,2017/3/18,121.540651,24.990093,2839
松山區,2.44,37.81,27.77880449,16,20,0,1,1,1,1,無,2017/4/9,121.56806,25.059078,730
信義區,4.81,35.99,22.70546281,6,7,0,1,1,1,1,無,2017/4/12,121.562918,25.044502,768
松山區,25.05,122.32,39.27801392,2,7,0,3,2,2,1,無,2017/4/8,121.552657,25.045271,2468
信義區,7.22,46.34,10.275365,17,19,0,1,1,1,1,無,2017/4/8,121.574147,25.032986,1145
大安區,19.94,103.23,31.78436244,9,15,0,3,2,1,1,無,2017/3/4,121.546784,25.0254,2058
大安區,11.99,129.23,26.03749564,3,12,1,3,2,2,1,無,2017/3/21,121.532557,25.016748,2850
大安區,7.17,73.88,30.45100173,8,12,0,3,2,1,1,無,2017/4/9,121.534206,25.025939,1788
大安區,15.25,100.2,32.71525083,5,7,0,3,2,1,1,無,2017/3/15,121.554195,25.018961,1160
文山區,21.58,88.19,16.75325298,1,10,0,4,2,2,1,無,2017/3/28,121.546522,25.005448,1150
文山區,11.53,113.01,24.47141283,9,16,1,3,2,1,1,無,2017/3/27,121.542948,24.991243,1560
大安區,28.15,131.5,9.719569875,8,13,0,3,1,2,1,升降機械,2017/3/12,121.541754,25.029816,3838
大安區,15.28,81.46,8.186341951,3,8,0,2,1,1,1,無,2017/3/24,121.546143,25.028361,2300
松山區,51.53,188.09,7.945406134,4,11,0,3,2,2,1,坡道平面,2017/2/28,121.559273,25.055921,4075
松山區,44.73,210.02,12.43831153,7,13,0,4,2,2,1,坡道平面,2017/4/20,121.56263,25.054569,4120
文山區,71.92,133.88,14.23711644,4,8,0,3,2,2,1,坡道平面,2017/4/10,121.58557,24.989688,1330
大安區,21.5,81.13,31.46402732,1,5,0,3,1,1,0,無,2017/2/20,121.524793,25.025936,1850
大安區,16.66,56.82,26.24831448,4,5,0,1,1,1,1,無,2017/3/6,121.556077,25.030611,1220
大安區,12.47,57.39,8.167176602,3,7,0,1,1,1,1,無,2017/4/8,121.523698,25.02822,1730
信義區,15.04,76.87,26.41806471,2,6,0,2,2,1,1,無,2017/4/14,121.564508,25.025255,1176
松山區,45.17,174.65,22.73284188,1,12,0,3,2,2,1,無,2017/4/9,121.552044,25.056508,4300
信義區,24.6,93.02,28.19222845,4,5,0,3,2,2,0,無,2017/4/3,121.568907,25.023247,1230
信義區,9.42,75.97,38.92482392,8,8,1,3,2,1,1,無,2017/4/10,121.553045,25.024443,1280
信義區,15.19,57.46,8.545007769,5,7,0,2,2,2,1,無,2017/4/5,121.566727,25.041696,1810
松山區,43.52,202.33,10.33833686,8,14,0,3,2,2,1,坡道平面,2017/4/20,121.562714,25.055696,3380
松山區,25.1,123.61,33.15879176,5,7,0,3,2,2,1,無,2017/3/25,121.555238,25.049882,2525
松山區,34.75,98.39,43.05358768,2,4,0,3,2,1,0,無,2017/4/6,121.566554,25.06481,1500
文山區,24.12,92.4,32.55097641,5,5,0,3,2,1,0,無,2017/3/19,121.561599,24.994357,868
文山區,11.22,40.28,20.96689186,3,6,0,1,1,1,1,無,2017/4/21,121.550064,25.00749,620
文山區,14.2,67.45,21.66505815,1,12,0,2,1,1,1,無,2017/4/20,121.561989,24.987418,750
文山區,30.9,151.22,4.711937959,5,7,0,3,2,2,1,升降機械,2017/4/11,121.543741,25.004745,2045
文山區,19.71,195.03,8.495725443,12,15,0,4,2,2,1,坡道平面,2017/3/2,121.565387,24.988866,2582
松山區,51.75,105.74,44.08030281,4,4,0,3,2,1,0,無,2017/3/30,121.568091,25.058788,1783
松山區,65,119.55,47.93527588,3,4,0,3,2,1,0,無,2017/4/7,121.559318,25.057762,2488
大安區,3.12,34.7,7.247239847,8,13,0,1,1,1,1,無,2017/4/22,121.532353,25.03342,1050
大安區,13,141.16,4.353272141,5,14,0,3,2,2,1,塔式車位,2017/3/29,121.557233,25.029534,3746
大安區,47.93,324.57,7.534720083,11,11,0,4,2,2,1,坡道平面,2017/3/24,121.531885,25.030225,9388
大安區,6.04,30.77,12.19463781,5,8,0,0,1,1,1,無,2017/4/15,121.530405,25.028258,1260
大安區,19.94,102.65,31.85281012,14,17,0,3,2,1,1,無,2017/3/29,121.545967,25.027999,2220
松山區,25.22,133.69,35.26698016,5,7,0,3,2,2,1,坡道平面,2017/3/29,121.56806,25.059078,2778
文山區,35.61,180.12,6.431343559,5,14,0,3,2,2,1,坡道平面,2017/4/10,121.535608,25.001335,2560
文山區,40.75,101.21,48.844261,4,4,0,3,2,2,0,無,2017/4/7,121.538163,24.997973,1350
大安區,23.8,80.4,34.65642689,4,5,0,3,2,2,0,無,2017/4/13,121.524822,25.028323,1710
松山區,4.49,51.52,34.2293134,3,15,1,1,1,1,1,無,2017/4/22,121.56806,25.059078,860
松山區,8.18,89.5,35.2834076,2,12,1,3,2,1,1,無,2017/3/31,121.547323,25.048307,2030
文山區,25.43,86.01,35.27245597,5,5,0,2,2,1,0,無,2017/4/1,121.546604,24.988289,880
文山區,40.9,123.88,35.05616132,4,5,0,3,2,2,0,無,2017/4/15,121.556411,24.98433,1250
文山區,5.86,27.85,8.824274284,5,10,0,1,1,1,1,無,2017/3/20,121.559068,24.991503,635
松山區,19.93,64.82,21.41864652,3,5,0,2,1,1,1,坡道機械,2017/3/20,121.565744,25.062837,1200
大安區,12.05,138.61,35.78444458,6,12,1,4,2,2,1,無,2017/4/1,121.526683,25.029848,3050
